game_event_id,game_date,game_id,event_minute,event_type,club_id,player_id,description,player_in_id,player_assist_id
b58dae6e99011dd0faae9361e6e7d943,2022-08-28,3828450,25,Goals,2778,658531,Header 1. Goal of the Season,,
5427fb98ade85de2fd9e1043783859e9,2022-08-28,3828450,88,Substitutions,2778,658531,,620318,
4813d5844e6f9d8206984bf812f02205,2022-08-28,3828450,11,Goals,2778,670103,Right-footed shot 4. Goal of the Season,,
790b6650728463ca78b2a6529fbc77c9,2022-08-28,3828450,81,Substitutions,2778,670103,,475949,
95824417123e33675595dd3078529fb9,2022-08-28,3828450,73,Substitutions,2778,955070,,658534,
965ce38ed6337ddf7396a8432482fa2c,2022-08-28,3828451,82,Substitutions,1053,148344,,102134,
0e9ea8ad1dfc6e11014f869605311cad,2022-08-28,3828451,63,Substitutions,5724,164693,,525990,
6559a3de903e2b3dee65bd8e4f662f5a,2022-08-28,3828451,87,Substitutions,5724,255468,,566571,
b71c5fddeca84e221b578373d5996795,2022-08-28,3828451,72,Substitutions,1053,315561,,543311,
9b1c268a7f7539dad0fb4f29d36e724d,2022-08-28,3828451,87,Substitutions,5724,316750,,374253,
355bf0d0736d115c51787a0f063b13f6,2022-08-28,3828451,72,Substitutions,1053,345746,,48803,
78ebb20c6cdedca6d04ca2401dbfb01b,2022-08-28,3828451,82,Substitutions,1053,361516,,161368,
d0374de5e6f20d7ea9abdea1c79d6a48,2022-08-28,3828451,67,Substitutions,1053,423197,,805056,
3f1d5433defa9cf32c58fbdf291a4b27,2022-08-28,3828451,63,Substitutions,5724,491890,,235355,
a561f0c90f1ed05092734c642c4eac64,2022-08-28,3828451,3,Goals,5724,685145,Tap-in 3. Goal of the Season,,
e0708a880252901907ea0822834829a2,2022-08-28,3828451,73,Substitutions,5724,685145,,290405,
7783bcf942489c9210e12d329c360583,2022-08-28,3828452,43,Goals,173,91851,Left-footed shot 3. Goal of the Season,,
e59dfa608ff21822ce2c507f81ba99ca,2022-08-28,3828452,86,Substitutions,173,91851,,293316,
2d173cd6eb39c3182d51cf82c7c6b83c,2022-08-28,3828452,70,Substitutions,1177,114680,,400532,
160100144027932c393c572645a39863,2022-08-28,3828452,72,Substitutions,173,122635,,578920,
37bbba9a66d54cd272d550efdf0badaf,2022-08-28,3828452,86,Substitutions,173,269503,,610406,
73530e24e1823cb2ab2a792c5c94b995,2022-08-28,3828452,62,Substitutions,1177,281492,,599215,
3dd64cc9c1a629d1946282820477e67d,2022-08-28,3828452,90,Goals,173,533632,Penalty 2. Goal of the Season,,
398689a5e518513b39ce98a212e1b0a6,2022-08-28,3828452,22,Goals,1177,542654,Left-footed shot 1. Goal of the Season,,
226df3ca170b613bd973cfe92c944b66,2022-08-28,3828452,82,Substitutions,1177,542654,,541601,
109547aa9d1c9769771e558d2ac9efb4,2022-08-28,3828452,62,Substitutions,1177,542762,,422721,
6f422982324bb987bd3f0dc6760c8d59,2022-08-28,3828452,62,Substitutions,1177,587298,,293279,
82029f323738d95774961fa59801dae7,2022-08-28,3828452,61,Substitutions,173,657957,,533632,
03f4edc687c1306fece997e8ca9e7e52,2022-08-28,3828453,64,Substitutions,369,56354,,61336,
71e74e75c97b4f989cefd4983d92c21d,2022-08-28,3828453,90,Goals,1063,97503,Right-footed shot 1. Goal of the Season,,
a331e927441f0ab0d8be3490042e0f8d,2022-08-28,3828453,90,Substitutions,369,107266,,253664,
4d09764689d58e0ad2974560e7e97c36,2022-08-28,3828453,90,Substitutions,369,164647,,283193,
e6df793a52e82809bd71be6ba4bb4d59,2022-08-28,3828453,90,Substitutions,1063,202570,,531927,
51bd0b09d4aa46a006e2e9d6593bead4,2022-08-28,3828453,83,Substitutions,369,283231,,399151,
cddd9a05d0403bc1b5b57a0371bac5ae,2022-08-28,3828453,90,Substitutions,1063,357917,,589139,
10fc2c70d060ad8ce2cf551abf1767d0,2022-08-28,3828453,90,Goals,1063,360517,Left-footed shot 2. Goal of the Season,,
80a15e74b587ffe669ead0b57876062e,2022-08-28,3828453,83,Substitutions,369,400549,,715836,
67baa34bbc3820263881e56cb62b1e03,2022-08-28,3828453,81,Goals,369,467236,Right-footed shot 1. Goal of the Season,,
e43f3944df21a917c63c6735903217c1,2022-08-28,3828453,46,Substitutions,1063,487924,,250464,
01971def97ad35f7dca087a3ff6f84da,2022-08-28,3828453,85,Substitutions,1063,701055,,358422,
e07e0aa0011c95e0368c5856392a9e0a,2022-08-28,3828453,85,Substitutions,1063,718318,,466812,
d9c679abc8c756d31a15f770cceac32a,2022-08-06,3828430,85,Substitutions,2778,94293,,579287,
8971f62fa394eec18819a2c1afeb712c,2022-08-06,3828430,78,Substitutions,1063,202570,,487924,
2953fbe32ce929fca6cea2bcae1cfb25,2022-08-06,3828430,78,Substitutions,1063,250464,,479019,
1d6f9a8fc6d402a510c5b23b60b5bdc5,2022-08-06,3828430,90,Substitutions,1063,358422,,631704,
d687866cf5c39ef64970e084fbb2290a,2022-08-06,3828430,85,Substitutions,2778,488785,,475949,
26c1d92b6dc7abfe5767769f5f39c457,2022-08-06,3828430,67,Substitutions,2778,527896,,94293,
625e5b8d9df4029051647749d3eab94e,2022-08-06,3828430,28,Goals,2778,670103,Right-footed shot 3. Goal of the Season,,
6971b9f6f779bd70ac88fa312a40449a,2022-08-06,3828430,67,Substitutions,2778,670103,,658534,
72a6136cb7c7c6f6fcec2442028b59cf,2022-08-06,3828430,67,Substitutions,1063,718318,,466812,
640523e1968274ca171fb9654a5e4140,2022-08-06,3828430,60,Substitutions,2778,955070,,674054,
bfcb82d7c442d55384cbcb17819f6cab,2022-08-05,3828431,83,Substitutions,369,61336,,283193,
b5df56a472a92d81d572e3dc42668ab2,2022-08-05,3828431,61,Goals,369,107114,Penalty 2. Goal of the Season,,
b5cc0e3b4ed41ca32dd853d7e17b2b7f,2022-08-05,3828431,83,Substitutions,369,107266,,627936,
8c319f963c06042e7d168c529755d9cb,2022-08-05,3828431,44,Goals,369,164647,Header 2. Goal of the Season,,
c2769b27b26f2a642c2e381fa5fb6947,2022-08-05,3828431,55,Substitutions,369,164647,,399151,
ff912d6e85591e27dcd1108308918528,2022-08-05,3828431,46,Substitutions,369,253664,,542842,
2237eef6d33f80ae8f923a0f61dc62db,2022-08-05,3828431,46,Substitutions,369,283231,,288436,
a3b8fde92ade42a86adafe64f8758f75,2022-08-05,3828431,32,Goals,865,342389,Left-footed shot 4. Goal of the Season,,
0f9bc20a82c7921ded46d79822f601ee,2022-08-05,3828431,87,Substitutions,865,342389,,486078,
30cdacb5b2870c8c61cd0991d539852f,2022-08-05,3828431,4,Goals,865,355689,Right-footed shot 2. Goal of the Season,,
b461aa702b6b16b7b8b5bb9ec16591ea,2022-08-05,3828431,64,Substitutions,865,355689,,524590,
cf62176248239af7175aa4c1b656babd,2022-08-05,3828431,87,Goals,369,399151,Right-footed shot 1. Goal of the Season,,
a2bbbcb94c9261743b8513a57f229452,2022-08-05,3828431,64,Substitutions,865,462823,,490309,
7f655a5d7fcf70d1027085a7b6544bc9,2022-08-05,3828431,15,Goals,865,462837,Right-footed shot 1. Goal of the Season,,
a3ae48f642d4c0181ce43becbb979278,2022-08-05,3828431,77,Substitutions,865,462837,,243770,
4dcac4f0ca1fd0579b617391116ff79c,2022-08-07,3828432,13,Goals,190,89200,Deflected shot on goal 1. Goal of the Season,,
f831509eb968b59446aa670d6c3ced32,2022-08-07,3828432,83,Substitutions,190,89200,,579565,
41529b1b5812b88ba83c1fe62688671c,2022-08-07,3828432,65,Substitutions,206,116900,,569663,
14d445743a08cea4e72a450a7b8a2fd7,2022-08-07,3828432,33,Goals,190,263804,Header 2. Goal of the Season,,
