game_id,club_id,own_goals,own_position,own_manager_name,opponent_id,opponent_goals,opponent_position,opponent_manager_name,hosting,is_win
3839869,826,5,2,Franck Haise,1158,2,5,Régis Le Bris,Home,True
3844751,12,1,3,José Mourinho,2239,0,17,Massimiliano Alvini,Home,True
3844762,5,2,1,Stefano Pioli,1025,0,14,Siniša Mihajlović,Home,True
3845642,2696,0,10,Igor Osinjkin,121,2,5,Slavisa Jokanovic,Home,False
3851066,1184,4,3,Wouter Vrancken,1245,2,16,Bernd Storck,Home,True
3854843,589,0,15,Nuri Sahin,141,1,6,Okan Buruk,Home,False
3854849,924,0,17,Osman Zeki Korkmaz,449,2,3,Abdullah Avci,Home,False
3860182,6646,4,13,Andrea Pirlo,868,1,18,Mustafa Dalci,Home,True
3860277,36,4,1,Jorge Jesus,3840,2,6,Vincenzo Montella,Home,True
3869044,2425,0,13,Luís Freire,6912,1,7,Álvaro Pacheco,Home,False
3869047,2424,1,5,Ivo Vieira,2995,0,15,César Peixoto,Home,True
3869068,3325,1,11,Vítor Campelos,6912,1,12,Álvaro Pacheco,Home,False
3887498,294,4,,Roger Schmidt,865,1,,Henrik Jensen,Home,True
3888989,60949,3,8,Oswald Tanchot,6676,3,7,Iraklis Metaxas,Home,False
3889000,2671,1,11,Athanasios Staikos,3999,1,12,Gianluca Festa,Home,False
3889534,1186,1,15,Nikolay Kovardaev,16704,4,4,Aleksandr Storozhuk,Home,False
3890033,124,2,2,Giovanni van Bronckhorst,2553,0,10,Derek McInnes,Home,True
3901639,317,0,,Ron Jans,430,0,,Vincenzo Italiano,Home,False
3902067,18105,2,8,Oleg Dulub,10690,3,1,Patrick van Leeuwen,Home,False
3902068,338,0,9,Mircea Lucescu,60551,3,4,Oleksandr Kucher,Home,False
3909905,3719,0,,Nikolay Pisarev,16704,2,,Aleksandr Storozhuk,Home,False
3839824,273,2,9,Bruno Génésio,1147,1,18,Olivier Pantaloni,Home,True
3839872,415,0,13,Philippe Montanier,583,3,1,Christophe Galtier,Home,False
3844742,2919,1,12,Giovanni Stroppa,416,2,7,Ivan Juric,Home,False
3845649,3719,1,9,Nikolay Pisarev,3725,3,8,Andrey Talalaev,Home,False
3869065,2423,1,14,Mário Silva,8024,2,7,Armando Evangelista,Home,False
3869110,336,0,13,Rúben Amorim,3325,2,6,Vítor Campelos,Home,False
3890057,124,4,2,Giovanni van Bronckhorst,2759,0,11,Malky Mackay,Home,True
3898928,383,0,,Ruud van Nistelrooy,124,1,,Giovanni van Bronckhorst,Home,False
3828442,1053,2,10,Lars Friis,206,1,9,Niels Frederiksen,Home,True
3828445,865,0,8,Henrik Jensen,678,2,2,Uwe Rösler,Home,False
3837215,1283,1,14,Dick Lukkien,235,1,8,Joseph Oosting,Home,False
3837394,133,0,10,Henk de Jong,1090,1,4,Pascal Jansen,Home,False
3837819,399,2,6,Jesse Marsch,543,1,13,Bruno Lage,Home,True
3839031,80,1,12,Thomas Reis,39,2,6,Bo Svensson,Home,False
3839098,60,1,3,Christian Streich,80,0,18,Thomas Reis,Home,True
3839736,273,0,17,Bruno Génésio,1158,1,8,Régis Le Bris,Home,False
3839774,1147,0,16,Olivier Pantaloni,826,0,7,Franck Haise,Home,False
3844595,940,1,16,Eduardo Coudet,418,4,2,Carlo Ancelotti,Home,False
3844744,1038,0,17,Marco Giampaolo,800,2,3,Gian Piero Gasperini,Home,False
3844752,1038,0,16,Marco Giampaolo,506,0,20,Massimiliano Allegri,Home,False
3844758,276,0,15,Gabriele Cioffi,800,1,3,Gian Piero Gasperini,Home,False
3845644,41231,2,3,Vadim Garanin,49702,1,13,Mikhail Galaktionov,Home,True
3851207,3948,2,6,Karel Geraerts,58,1,7,Felice Mazzù,Home,True
3869051,3325,0,14,Vítor Campelos,2420,1,4,Moreno,Home,False
3885850,2687,0,20,Sergio,621,4,5,Ernesto Valverde,Home,False
3888993,3999,0,14,Gianluca Festa,2441,3,1,Matías Almeyda,Home,False
3888998,6418,3,8,Giannis Anastasiou,605,1,6,Germán Burgos,Home,True
3901612,430,2,,Vincenzo Italiano,317,1,,Ron Jans,Home,True
3903139,1123,5,,Dean Smith,989,7,,Scott Parker,Home,False
3851073,1096,4,1,Mark van Bommel,2727,2,4,Marc Brys,Home,True
3860279,7775,1,16,Serkan Özbalta,2832,2,4,Erol Bulut,Home,False
3828436,206,2,9,Niels Frederiksen,173,0,12,Andreas Alm,Home,True
3837386,467,1,8,Rogier Meijer,202,1,9,Frank Wormuth,Home,False
3837826,703,1,10,Steve Cooper,379,0,19,David Moyes,Home,True
3837863,281,6,2,Pep Guardiola,703,0,15,Steve Cooper,Home,True
3839025,24,1,18,Oliver Glasner,27,6,1,Julian Nagelsmann,Home,False
3839053,15,1,18,Gerardo Seoane,167,2,9,Enrico Maaßen,Home,False
3839778,995,1,13,Antoine Kombouaré,1082,1,3,Paulo Fonseca,Home,False
3844754,416,0,7,Ivan Juric,398,0,6,Maurizio Sarri,Home,False
3844765,3522,2,11,Luca Gotti,6574,2,12,Alessio Dionisi,Home,False
3845651,14589,1,10,Marcel Licka,1186,0,15,Aleksandr Borodyuk,Home,True
3851069,354,3,12,Danny Buijs,3948,0,11,Karel Geraerts,Home,True
3851074,2861,1,10,Yves Vanderhaeghe,157,3,4,Hein Vanhaezebrouck,Home,False
3851132,2282,2,4,Carl Hoefkens,601,1,13,Karim Belhocine,Home,True
3854846,2381,1,10,Riza Calimbay,2832,1,9,Erol Bulut,Home,False
3854848,6890,4,1,Emre Belözoglu,10484,0,18,Sami Ugurlu,Home,True
3860185,2832,5,2,Erol Bulut,589,2,9,Nuri Sahin,Home,True
3860188,2293,1,4,Ilhan Palut,36,0,7,Jorge Jesus,Home,True
3860273,114,4,3,Valérien Ismaël,6646,1,17,Andrea Pirlo,Home,True
