"game_lineups_id","game_date","game_id","player_id","club_id","player_name","lineup_type","player_position","lineup_number","team_captain"
"c185fce00607cb3a78baa6c5bee7c229","2022-08-07","3828433","386541","678","Sigurd Haugen","starting_lineup","Centre-Forward",10,False
"6139ce1cf3dce91432c72b2db03dfb2b","2022-08-07","3828433","400535","173","Hans Christian Bernat","substitutes","Goalkeeper",13,False
"67c6676d2e5876fec686561c90827aaa","2022-08-07","3828433","400544","678","Benjamin Hvidt","substitutes","Central Midfield",22,False
"ded99a7144f2d51be615795aa0a85d81","2022-08-07","3828433","422950","678","Mads Emil Madsen","starting_lineup","Central Midfield",7,False
"f5c7ab25afdb6ad50506b194084d66e2","2022-08-07","3828433","430034","173","Nicholas Mickelson","starting_lineup","Right Midfield",2,False
"1c584aa95152944c849373ddc503ff71","2022-08-07","3828433","441986","678","Yann Bisseck","starting_lineup","Centre-Back",4,False
"74acd41434f5a26f02b80f9a01ed7c2d","2022-08-07","3828433","445616","678","Gift Links","substitutes","Left Midfield",11,False
"e2ff3d706742042478a092479bc2c14e","2022-08-07","3828433","492490","678","Daniel Gadegaard Andersen","substitutes","Goalkeeper",16,False
"87806285a9afcddc80ad4db000be9e37","2022-08-28","3828450","574385","190","Mohamed Daramy","starting_lineup","Left Winger",15,False
"c8f9d016670026132d1e9212643d8699","2022-08-28","3828450","579287","2778","Daniel Svensson","substitutes","Left-Back",27,False
"ede1ecbcf8b293fbc7ab40fa9e7d76c8","2022-08-28","3828450","610423","2778","Andreas Gülstorff","substitutes","Goalkeeper",31,False
"22939af400856cbf9c5479398baea6ca","2022-08-28","3828450","610440","190","Valdemar Lund","substitutes","Centre-Back",27,False
"6eee3ca038ae48991727612ab26e7542","2022-08-28","3828450","617018","190","Marko Stamenic","substitutes","Central Midfield",35,False
"552ea928f219d49ca37c0996a6e69561","2022-08-28","3828450","620318","2778","Rocco Ascone","substitutes","Central Midfield",36,False
"0741b3645ec68d17de572f12bb070e64","2022-08-28","3828450","646478","190","Elias Jelert","substitutes","Right-Back",19,False
