"appearance_id","game_id","player_id","player_club_id","player_current_club_id","appearances_date","player_name","competition_id","yellow_cards","red_cards","goals","assists","minutes_played"
"3839728_46001","3839728","46001","995","995","2022-08-07","Moussa Sissoko","FR1",1,0,0,0,90
"3839728_462348","3839728","462348","995","995","2022-08-07","Mostafa Mohamed","FR1",0,0,0,0,19
"3839728_500689","3839728","500689","995","417","2022-08-07","Evann Guessand","FR1",0,0,0,0,71
"3839728_557613","3839728","557613","995","244","2022-08-07","Quentin Merlin","FR1",1,0,0,0,90
"3839728_593482","3839728","593482","1420","244","2022-08-07","Azzedine Ounahi","FR1",0,0,0,0,90
"3839728_61891","3839728","61891","995","995","2022-08-07","Fábio","FR1",0,0,0,0,19
"3839728_680447","3839728","680447","1420","1420","2022-08-07","Waniss Taïbi","FR1",0,0,0,0,9
"3839728_980576","3839728","980576","1420","1420","2022-08-07","Amine Salama","FR1",0,0,0,0,27
"3839730_113707","3839730","113707","1082","1082","2022-08-07","Rémy Cabella","FR1",0,0,0,2,90
"3839730_134277","3839730","134277","290","3205","2022-08-07","Julian Jeanvier","FR1",1,0,0,0,90
"3839730_138171","3839730","138171","290","290","2022-08-07","Mathias Autret","FR1",0,0,0,0,76
"3839730_149928","3839730","149928","290","290","2022-08-07","Jubal","FR1",0,0,0,0,90
"3839730_167472","3839730","167472","290","290","2022-08-07","Youssouf M'Changama","FR1",0,0,0,0,76
"3839730_229853","3839730","229853","290","290","2022-08-07","Birama Touré","FR1",0,0,0,0,90
"3839730_263951","3839730","263951","290","290","2022-08-07","Hamza Sakhi","FR1",0,0,0,0,90
"3839730_288415","3839730","288415","1082","1082","2022-08-07","Léo Jardim","FR1",0,0,0,0,90
"3839730_292818","3839730","292818","1082","940","2022-08-07","Jonathan Bamba","FR1",0,0,0,1,89
"3839730_327863","3839730","327863","1082","290","2022-08-07","Akim Zedadka","FR1",0,0,1,0,90
"3839730_33829","3839730","33829","1082","1075","2022-08-07","José Fonte","FR1",0,0,0,0,90
"3839730_344892","3839730","344892","290","290","2022-08-07","Gauthier Hein","FR1",0,0,0,0,90
"3839730_353404","3839730","353404","290","290","2022-08-07","Gaëtan Perrin","FR1",0,0,0,0,14
"3839730_386726","3839730","386726","1082","1082","2022-08-07","Yusuf Yazıcı","FR1",0,0,0,0,6
"3839730_392770","3839730","392770","1082","1082","2022-08-07","Angel Gomes","FR1",1,0,0,0,84
"3839730_420465","3839730","420465","1082","506","2022-08-07","Tiago Djaló","FR1",1,0,0,0,75
"3839730_463605","3839730","463605","1082","1082","2022-08-07","Bafodé Diakité","FR1",0,0,0,0,15
"3839730_496857","3839730","496857","1082","1082","2022-08-07","Edon Zhegrova","FR1",0,0,0,0,1
"3839730_533738","3839730","533738","1082","1082","2022-08-07","Jonathan David","FR1",0,0,2,1,90
"3839730_569140","3839730","569140","290","290","2022-08-07","Lassine Sinayoko","FR1",0,0,0,0,14
"3839730_594991","3839730","594991","1082","738","2022-08-07","Mohamed Bayo","FR1",0,0,0,0,84
"3839730_620317","3839730","620317","290","467","2022-08-07","Brayann Pereira","FR1",0,0,0,0,90
"3839730_648020","3839730","648020","1082","1082","2022-08-07","Alexsandro","FR1",0,0,0,0,90
"3839730_84301","3839730","84301","1082","1082","2022-08-07","Benjamin André","FR1",0,0,1,0,90
"3839730_93678","3839730","93678","290","290","2022-08-07","Gaëtan Charbonnier","FR1",0,0,1,0,90
"3839730_973085","3839730","973085","1082","1237","2022-08-07","Carlos Baleba","FR1",0,0,0,0,6
"3839730_98262","3839730","98262","290","290","2022-08-07","Quentin Bernard","FR1",0,0,0,1,90
"3839731_103565","3839731","103565","969","969","2022-08-07","Wahbi Khazri","FR1",0,0,0,0,90
"3839731_111058","3839731","111058","969","969","2022-08-07","Arnaud Souquet","FR1",0,0,0,0,6
"3869057_58267","3869057","58267","1075","979","2022-08-12","Castro","PO1",0,0,0,0,17
"3869057_585958","3869057","585958","3329","3329","2022-08-12","Junior Kadile","PO1",0,0,0,0,80
"3869057_586853","3869057","586853","1075","252","2022-08-12","Vitinha","PO1",0,0,0,1,61
"3869057_58965","3869057","58965","3329","2431","2022-08-12","Rúben Lima","PO1",0,0,0,0,90
"3869057_657387","3869057","657387","1075","979","2022-08-12","Fabiano","PO1",1,0,0,0,82
"3869057_663254","3869057","663254","1075","979","2022-08-12","Dinis Pinto","PO1",0,0,0,0,8
"3869057_671649","3869057","671649","1075","1075","2022-08-12","Álvaro Djaló","PO1",0,0,0,1,29
"3869057_712107","3869057","712107","3329","3329","2022-08-12","Luiz Júnior","PO1",0,0,0,0,90
"3869057_9335","3869057","9335","3329","3329","2022-08-12","Rui Fonte","PO1",0,0,0,0,15
"3869057_982575","3869057","982575","3329","3329","2022-08-12","Gustavo Sá","PO1",1,0,0,0,10
"3869057_99189","3869057","99189","3329","3329","2022-08-12","Pelé","PO1",0,0,0,0,29
"3837214_127573","3837214","127573","383","39","2022-08-13","Phillipp Mwene","NL1",0,0,0,1,90
"3837214_175792","3837214","175792","383","383","2022-08-13","André Ramalho","NL1",0,0,0,0,9
"3837214_187188","3837214","187188","1435","1435","2022-08-13","Bas Kuipers","NL1",0,0,0,0,90
"3837214_241486","3837214","241486","1435","1435","2022-08-13","Finn Stokkers","NL1",0,0,0,0,90
"3837214_289651","3837214","289651","1435","1435","2022-08-13","Jamal Amofa","NL1",0,0,0,0,45
"3837214_296802","3837214","296802","383","383","2022-08-13","Walter Benítez","NL1",0,0,0,0,90
"3837214_298796","3837214","298796","383","383","2022-08-13","Érick Gutiérrez","NL1",0,0,0,0,30
"3837214_315130","3837214","315130","1435","1435","2022-08-13","Rashaan Fernandes","NL1",0,0,0,0,20
"3837214_315253","3837214","315253","1435","1435","2022-08-13","Jeffrey de Lange","NL1",0,0,0,0,90
"3837214_322073","3837214","322073","1435","200","2022-08-13","Isac Lidberg","NL1",0,0,1,1,90
"3837214_339337","3837214","339337","383","383","2022-08-13","Armando Obispo","NL1",0,0,1,0,81
"3837214_340791","3837214","340791","1435","1435","2022-08-13","Philippe Rommens","NL1",0,0,0,0,90
"3837214_361112","3837214","361112","1435","1435","2022-08-13","Evert Linthorst","NL1",0,0,0,0,70
"3837214_364245","3837214","364245","383","383","2022-08-13","Jordan Teze","NL1",0,0,0,0,90
"3837214_369554","3837214","369554","1435","1435","2022-08-13","Mats Deijl","NL1",0,1,0,1,32
"3837214_372267","3837214","372267","383","383","2022-08-13","Guus Til","NL1",0,0,0,0,45
"3837214_374326","3837214","374326","1435","1435","2022-08-13","Oliver Valaker Edvardsen","NL1",0,0,1,0,90
"3837214_375885","3837214","375885","383","703","2022-08-13","Ibrahim Sangaré","NL1",0,0,0,0,60
"3837214_408574","3837214","408574","383","383","2022-08-13","Joey Veerman","NL1",0,0,1,0,52
"3837214_412945","3837214","412945","1435","1435","2022-08-13","Enric Llansana","NL1",0,0,0,0,45
"3837214_434675","3837214","434675","383","31","2022-08-13","Cody Gakpo","NL1",0,0,0,1,45
"3837214_496873","3837214","496873","1435","1435","2022-08-13","Xander Blomme","NL1",0,0,0,0,1
"3837214_539665","3837214","539665","383","1304","2022-08-13","Fredrik Oppegård","NL1",0,0,0,0,90
"3837214_546926","3837214","546926","1435","1435","2022-08-13","Jay Idzes","NL1",0,0,0,0,90
"3837214_565424","3837214","565424","383","383","2022-08-13","Johan Bakayoko","NL1",0,0,0,0,90
"3837214_566931","3837214","566931","383","23826","2022-08-13","Xavi Simons","NL1",0,0,2,1,90
"3837214_575367","3837214","575367","383","383","2022-08-13","Richard Ledezma","NL1",0,0,0,0,38
"3837214_609361","3837214","609361","1435","1435","2022-08-13","José Fontán","NL1",1,0,0,0,90
"3837214_702869","3837214","702869","383","383","2022-08-13","Ismael Saibari","NL1",0,0,0,1,45
"3837214_72522","3837214","72522","383","383","2022-08-13","Luuk de Jong","NL1",0,0,1,0,45
"3837215_124873","3837215","124873","235","235","2022-08-13","Florian Jozefzoon","NL1",0,0,0,1,33
"3837215_152460","3837215","152460","1283","1283","2022-08-13","Eric Oelschlägel","NL1",0,0,0,0,90
"3837215_160431","3837215","160431","235","235","2022-08-13","Iliass Bel Hassani","NL1",0,0,0,0,57
"3837215_187507","3837215","187507","1283","1283","2022-08-13","Mark Diemers","NL1",0,0,0,0,45
"3837215_211420","3837215","211420","1283","1283","2022-08-13","Miguel Araujo","NL1",1,0,0,0,90
"3837215_235274","3837215","235274","235","235","2022-08-13","Dario Van den Buijs","NL1",0,0,0,0,90
"3837215_252755","3837215","252755","1283","1283","2022-08-13","Richairo Zivkovic","NL1",0,0,0,0,75
"3837215_258363","3837215","258363","1283","1283","2022-08-13","Keziah Veendorp","NL1",0,0,0,0,90
"3837215_263555","3837215","263555","1283","1283","2022-08-13","Jeff Hardeveld","NL1",0,0,0,0,90
"3837215_292805","3837215","292805","235","235","2022-08-13","Lennerd Daneels","NL1",0,0,0,0,56
"3837215_297693","3837215","297693","235","468","2022-08-13","Pelle Clement","NL1",0,0,0,0,21
"3837215_30670","3837215","30670","235","235","2022-08-13","Vurnon Anita","NL1",0,0,0,0,34
"3837215_328455","3837215","328455","235","235","2022-08-13","Juriën Gaari","NL1",0,0,0,0,90
"3837215_337673","3837215","337673","235","235","2022-08-13","Julian Lelieveld","NL1",0,0,0,0,90
"3837215_358021","3837215","358021","235","235","2022-08-13","Shawn Adewoye","NL1",0,0,0,0,90
"3837215_361070","3837215","361070","1283","200","2022-08-13","Ole Romeny","NL1",0,0,0,0,90
"3837215_374213","3837215","374213","1283","1283","2022-08-13","Jari Vlak","NL1",0,0,0,0,90
"3837215_387197","3837215","387197","235","235","2022-08-13","Etienne Vaessen","NL1",0,0,0,0,90
"3837215_387996","3837215","387996","1283","1283","2022-08-13","Rui Mendes","NL1",0,0,0,0,90
"3837215_416802","3837215","416802","235","235","2022-08-13","Thierry Lutonda","NL1",0,0,0,0,69
"3837215_419828","3837215","419828","1283","60949","2022-08-13","Jasin Assehnoun","NL1",0,0,0,0,45
"3837215_433805","3837215","433805","235","235","2022-08-13","Patrick Vroegh","NL1",0,0,0,0,90
"3837215_451338","3837215","451338","1283","1283","2022-08-13","Fernando Pacheco","NL1",0,0,0,0,15
"3837215_469082","3837215","469082","235","235","2022-08-13","Roy Kuijpers","NL1",0,0,0,0,9
"3837215_536480","3837215","536480","1283","1283","2022-08-13","Lucas Bernadou","NL1",1,0,1,0,90
"3837215_56523","3837215","56523","235","235","2022-08-13","Michiel Kramer","NL1",1,0,0,0,68
"3837215_566911","3837215","566911","235","235","2022-08-13","Yassin Oukili","NL1",0,0,0,0,81
"3837215_61867","3837215","61867","1283","1283","2022-08-13","Jeroen Veldmate","NL1",1,0,0,0,90
"3837215_625654","3837215","625654","235","235","2022-08-13","Julen Lobete","NL1",0,0,1,0,22
"3837216_124863","3837216","124863","133","133","2022-08-13","Tom Boere","NL1",0,0,0,0,5
"3837216_128042","3837216","128042","200","200","2022-08-13","Mark van der Maarel","NL1",1,0,0,0,90
"3837216_195359","3837216","195359","133","133","2022-08-13","Doke Schmidt","NL1",0,0,0,0,90
"3837216_213671","3837216","213671","133","133","2022-08-13","Mitchel Paulissen","NL1",0,0,0,0,13
"3837216_228478","3837216","228478","133","133","2022-08-13","Leon Bergsma","NL1",0,0,0,0,90
"3837216_243744","3837216","243744","133","924","2022-08-13","David Sambissa","NL1",0,0,0,0,29
"3837216_248658","3837216","248658","200","200","2022-08-13","Vasilis Barkas","NL1",0,0,0,0,90
"3837216_250030","3837216","250030","133","724","2022-08-13","Robin Maulun","NL1",0,0,0,0,90
"3837216_258511","3837216","258511","133","133","2022-08-13","Michael Breij","NL1",0,0,0,0,13
"3837216_258519","3837216","258519","200","200","2022-08-13","Hidde ter Avest","NL1",0,0,0,0,70
"3837216_315233","3837216","315233","133","467","2022-08-13","Mees Hoedemakers","NL1",0,0,0,0,90
"3837216_329813","3837216","329813","133","29","2022-08-13","João Virgínia","NL1",0,0,0,0,90
"3837216_342152","3837216","342152","133","133","2022-08-13","Roberts Uldrikis","NL1",1,0,0,0,85
"3837216_361081","3837216","361081","200","200","2022-08-13","Daishawn Redan","NL1",0,0,0,0,64
"3837216_369552","3837216","369552","200","306","2022-08-13","Luuk Brouwers","NL1",1,0,0,0,90
"3837216_371461","3837216","371461","133","133","2022-08-13","Marco Tol","NL1",0,0,0,0,90
"3837216_406609","3837216","406609","200","200","2022-08-13","Can Bozdoğan","NL1",0,0,0,0,45
"3837216_410735","3837216","410735","133","1063","2022-08-13","Jamie Jacobs","NL1",0,0,0,0,77
"3837216_412940","3837216","412940","133","133","2022-08-13","Remco Balk","NL1",0,0,0,0,77
"3837216_435821","3837216","435821","133","133","2022-08-13","Alex Bangura","NL1",0,0,0,0,90
"3837216_460655","3837216","460655","200","200","2022-08-13","Moussa Sylla","NL1",0,0,0,0,20
"3837216_481117","3837216","481117","200","200","2022-08-13","Othmane Boussaid","NL1",0,0,0,0,75
"3837216_513963","3837216","513963","200","200","2022-08-13","Taylor Booth","NL1",1,0,0,0,45
"3837216_523318","3837216","523318","200","940","2022-08-13","Anastasios Douvikas","NL1",0,0,0,0,26
"3837216_524925","3837216","524925","200","969","2022-08-13","Modibo Sagnan","NL1",0,0,0,0,45
"3837216_540659","3837216","540659","200","200","2022-08-13","Albert Lottin","NL1",0,0,0,0,15
"3837216_56331","3837216","56331","200","467","2022-08-13","Bas Dost","NL1",0,0,0,0,90
"3837216_578421","3837216","578421","200","200","2022-08-13","Ruben Kluivert","NL1",0,0,0,0,45
"3837216_596148","3837216","596148","200","468","2022-08-13","Djevencio van der Kust","NL1",0,0,0,0,90
"3837216_703772","3837216","703772","133","133","2022-08-13","Milan Smit","NL1",0,0,0,0,61
"3837216_93081","3837216","93081","200","200","2022-08-13","Nick Viergever","NL1",0,0,0,0,90
"3837217_134999","3837217","134999","234","200","2022-08-13","Jens Toornstra","NL1",0,0,0,0,5
"3837217_178219","3837217","178219","306","306","2022-08-13","Thom Haye","NL1",0,0,0,0,90
"3837217_213268","3837217","213268","234","234","2022-08-13","Alireza Jahanbakhsh","NL1",0,0,0,0,5
"3837217_223367","3837217","223367","234","294","2022-08-13","Fredrik Aursnes","NL1",0,0,0,0,90
"3837217_241391","3837217","241391","234","234","2022-08-13","Oussama Idrissi","NL1",0,0,0,0,27
"3837217_248395","3837217","248395","306","306","2022-08-13","Pawel Bochniewicz","NL1",0,0,0,0,90
"3837217_256718","3837217","256718","306","306","2022-08-13","Sven van Beek","NL1",0,0,0,0,90
"3837217_261546","3837217","261546","306","306","2022-08-13","Joost van Aken","NL1",0,0,0,0,90
"3837217_274373","3837217","274373","306","306","2022-08-13","Rami Kaib","NL1",0,0,0,0,10
"3837217_276853","3837217","276853","306","306","2022-08-13","Andries Noppert","NL1",1,0,0,0,90
"3837217_283233","3837217","283233","234","206","2022-08-13","Jacob Rasmussen","NL1",0,0,0,0,90
"3837217_288067","3837217","288067","306","306","2022-08-13","Mats Köhlert","NL1",1,0,0,0,80
"3837217_308265","3837217","308265","306","306","2022-08-13","Anas Tahiri","NL1",0,0,0,0,90
"3837217_315121","3837217","315121","234","234","2022-08-13","Justin Bijlow","NL1",0,0,0,0,90
"3837217_315125","3837217","315125","234","234","2022-08-13","Javairô Dilrosun","NL1",0,0,0,0,90
"3837217_320748","3837217","320748","234","36","2022-08-13","Sebastian Szymanski","NL1",0,0,0,0,63
"3837217_321158","3837217","321158","306","306","2022-08-13","Simon Olsson","NL1",0,0,0,0,26
"3837217_324957","3837217","324957","306","306","2022-08-13","Tibor Halilovic","NL1",0,0,0,0,64
"3837217_420210","3837217","420210","234","234","2022-08-13","Lutsharel Geertruida","NL1",0,0,0,0,90
"3837217_420213","3837217","420213","234","234","2022-08-13","Quinten Timber","NL1",1,0,0,0,85
"3837217_439292","3837217","439292","306","306","2022-08-13","Sydney van Hooijdonk","NL1",0,0,0,0,63
"3837217_454567","3837217","454567","234","294","2022-08-13","Orkun Kökçü","NL1",0,0,0,0,27
"3837217_454628","3837217","454628","306","306","2022-08-13","Alex Timossi Andersson","NL1",0,0,0,0,27
"3837217_519731","3837217","519731","234","124","2022-08-13","Danilo","NL1",0,0,0,0,78
"3837217_552955","3837217","552955","234","234","2022-08-13","Santiago Gimenez","NL1",0,0,0,0,12
"3837217_583404","3837217","583404","234","6574","2022-08-13","Marcus Pedersen","NL1",0,0,0,0,85
"3837217_585325","3837217","585325","306","306","2022-08-13","Hussein Ali","NL1",0,0,0,0,1
"3837217_587335","3837217","587335","306","306","2022-08-13","Milan van Ewijk","NL1",0,0,0,0,90
"3837217_59145","3837217","59145","234","234","2022-08-13","Gernot Trauner","NL1",0,0,0,0,90
"3837217_721470","3837217","721470","234","306","2022-08-13","Patrik Walemark","NL1",0,0,0,0,63
"3837217_748382","3837217","748382","306","82","2022-08-13","Amin Sarr","NL1",0,0,0,0,90
"3837824_111422","3837824","111422","931","931","2022-08-13","Neeskens Kebano","GB1",0,0,0,0,83
"3837824_123275","3837824","123275","931","931","2022-08-13","Tom Cairney","GB1",0,0,0,0,4
"3837824_145466","3837824","145466","931","931","2022-08-13","Tim Ream","GB1",0,0,0,0,90
"3837824_168157","3837824","168157","543","6195","2022-08-13","Leander Dendoncker","GB1",0,0,0,0,90
"3837824_175446","3837824","175446","543","1091","2022-08-13","Jonny Otto","GB1",0,0,0,0,78
"3837824_183321","3837824","183321","931","167","2022-08-13","Kevin Mbabu","GB1",0,0,0,0,1
"3837824_186186","3837824","186186","931","931","2022-08-13","Bobby De Cordova-Reid","GB1",0,0,0,0,90
"3837824_186901","3837824","186901","931","931","2022-08-13","Marek Rodák","GB1",0,0,0,0,90
"3837824_203394","3837824","203394","931","931","2022-08-13","Andreas Pereira","GB1",0,0,0,0,86
"3837824_204103","3837824","204103","543","931","2022-08-13","Adama Traoré","GB1",0,0,0,0,11
"3837824_206746","3837824","206746","931","931","2022-08-13","Kenny Tete","GB1",0,0,0,0,90
"3837824_225122","3837824","225122","543","1050","2022-08-13","Gonçalo Guedes","GB1",0,0,0,0,32
"3837824_225161","3837824","225161","543","543","2022-08-13","Rúben Neves","GB1",1,0,0,0,90
"3837824_226973","3837824","226973","931","931","2022-08-13","Harrison Reed","GB1",1,0,0,0,90
"3837824_231572","3837824","231572","543","543","2022-08-13","Nélson Semedo","GB1",0,0,0,0,12
"3837824_249994","3837824","249994","543","543","2022-08-13","José Sá","GB1",0,0,0,0,90
"3837824_256977","3837824","256977","543","683","2022-08-13","Daniel Podence","GB1",1,0,0,0,90
"3839731_118278","3839731","118278","1095","1095","2022-08-07","Xavier Chavalerin","FR1",0,0,0,0,90
"3839731_127156","3839731","127156","969","969","2022-08-07","Téji Savanier","FR1",0,0,2,0,90
"3839731_193256","3839731","193256","1095","273","2022-08-07","Gauthier Gallon","FR1",0,0,0,0,90
"3839731_212804","3839731","212804","1095","1095","2022-08-07","Florian Tardieu","FR1",0,0,1,0,90
"3839731_234802","3839731","234802","1095","1095","2022-08-07","Renaud Ripart","FR1",0,0,0,0,90
"3839731_247915","3839731","247915","969","18","2022-08-07","Jonas Omlin","FR1",0,0,0,0,90
"3839731_277635","3839731","277635","1095","2687","2022-08-07","Rominigue Kouamé","FR1",0,0,0,0,90
"3839731_282199","3839731","282199","1095","265","2022-08-07","Erik Palmer-Brown","FR1",0,0,0,0,89
"3839731_325223","3839731","325223","1095","1041","2022-08-07","Mama Baldé","FR1",0,0,1,0,90
"3839731_340328","3839731","340328","969","969","2022-08-07","Stephy Mavididi","FR1",0,0,0,0,30
"3839731_345748","3839731","345748","1095","1095","2022-08-07","Andreas Bruus","FR1",0,0,0,1,90
"3839731_351843","3839731","351843","1095","738","2022-08-07","Yoann Salmier","FR1",0,0,0,0,90
"3839731_357072","3839731","357072","969","16795","2022-08-07","Faitout Maouassa","FR1",0,0,0,1,78
"3839731_364857","3839731","364857","969","969","2022-08-07","Falaye Sacko","FR1",0,0,0,0,90
"3839731_47713","3839731","47713","969","969","2022-08-07","Mamadou Sakho","FR1",0,0,0,0,79
"3839731_485965","3839731","485965","969","995","2022-08-07","Nicolas Cozza","FR1",0,0,0,1,11
"3839731_491616","3839731","491616","1095","10484","2022-08-07","Jackson Porozo","FR1",0,0,0,1,90
"3839731_537127","3839731","537127","969","969","2022-08-07","Théo Sainte-Luce","FR1",0,0,1,0,79
"3839731_554251","3839731","554251","1095","350","2022-08-07","Yasser Larouci","FR1",0,0,0,0,84
"3839731_624037","3839731","624037","969","969","2022-08-07","Joris Chotard","FR1",0,0,0,0,90
"3839731_624920","3839731","624920","969","53646","2022-08-07","Béni Makouana","FR1",1,0,0,0,60
"3839731_650350","3839731","650350","969","969","2022-08-07","Léo Leroy","FR1",0,0,0,0,12
"3839731_659542","3839731","659542","969","826","2022-08-07","Elye Wahi","FR1",0,0,0,0,84
"3839731_743498","3839731","743498","1095","1132","2022-08-07","Wilson Odobert","FR1",0,0,0,0,1
"3839731_842338","3839731","842338","969","969","2022-08-07","Enzo Tchato","FR1",0,0,0,0,90
"3839731_842341","3839731","842341","969","1132","2022-08-07","Maxime Estève","FR1",0,0,0,0,11
"3839731_982863","3839731","982863","1095","1095","2022-08-07","Kyliane Dong","FR1",0,0,0,0,6
"3839733_127048","3839733","127048","244","150","2022-08-07","Cédric Bakambu","FR1",0,0,0,1,13
"3839733_164771","3839733","164771","244","244","2022-08-07","Jordan Veretout","FR1",0,0,0,0,28
"3839733_175639","3839733","175639","244","244","2022-08-07","Jonathan Clauss","FR1",0,0,0,0,83
"3839733_191891","3839733","191891","244","506","2022-08-07","Arkadiusz Milik","FR1",0,0,0,0,62
"3839733_199321","3839733","199321","244","244","2022-08-07","Rubén Blanco","FR1",0,0,0,0,90
"3839733_199704","3839733","199704","1421","1421","2022-08-07","Yunis Abdelhamid","FR1",0,0,0,0,90
"3839733_203348","3839733","203348","244","244","2022-08-07","Chancel Mbemba","FR1",0,0,0,0,90
"3839733_222876","3839733","222876","1421","1421","2022-08-07","Arbër Zeneli","FR1",0,0,0,0,45
"3839733_223972","3839733","223972","1421","206","2022-08-07","Patrick Pentz","FR1",0,0,0,0,90
"3839733_276896","3839733","276896","244","244","2022-08-07","Samuel Gigot","FR1",1,0,0,0,90
"3839733_292808","3839733","292808","1421","1003","2022-08-07","Wout Faes","FR1",0,0,0,0,90
"3839733_315145","3839733","315145","1421","273","2022-08-07","Azor Matusiwa","FR1",0,0,0,0,90
"3839733_332889","3839733","332889","244","244","2022-08-07","Valentin Rongier","FR1",0,0,0,0,90
"3839733_341647","3839733","341647","244","36","2022-08-07","Cengiz Ünder","FR1",0,0,0,0,62
"3839733_341705","3839733","341705","244","244","2022-08-07","Gerson","FR1",0,0,0,0,77
"3839733_37647","3839733","37647","244","244","2022-08-07","Dimitri Payet","FR1",0,0,0,0,13
"3839733_393239","3839733","393239","1421","317","2022-08-07","Mitchell van Bergen","FR1",0,0,0,0,90
"3839733_395083","3839733","395083","1421","3840","2022-08-07","Andreaw Gravillon","FR1",0,0,0,0,77
"3839733_395242","3839733","395242","1421","868","2022-08-07","Alexis Flips","FR1",0,0,0,0,13
"3839733_414908","3839733","414908","1421","1421","2022-08-07","Marshall Munetsi","FR1",0,0,0,0,80
"3839733_424784","3839733","424784","244","3302","2022-08-07","Luis Suárez","FR1",0,0,2,0,28
"3839733_465830","3839733","465830","244","398","2022-08-07","Mattéo Guendouzi","FR1",0,0,0,0,77
"3839733_503770","3839733","503770","1421","162","2022-08-07","Folarin Balogun","FR1",0,0,1,0,26
"3839733_535955","3839733","535955","244","703","2022-08-07","Nuno Tavares","FR1",0,0,1,0,90
"3839733_575998","3839733","575998","244","244","2022-08-07","Leonardo Balerdi","FR1",0,0,0,1,90
"3839733_649016","3839733","649016","1421","800","2022-08-07","El Bilal Touré","FR1",0,0,0,0,64
"3839733_671594","3839733","671594","1421","3911","2022-08-07","Kamory Doumbia","FR1",0,0,0,0,45
"3839733_683895","3839733","683895","1421","1421","2022-08-07","Emmanuel Agbadou","FR1",0,0,0,0,90
"3839733_805908","3839733","805908","1421","3911","2022-08-07","Bradley Locko","FR1",0,0,0,0,90
"3839733_814976","3839733","814976","1421","1421","2022-08-07","Martin Adeline","FR1",0,0,0,0,10
"3839733_94005","3839733","94005","244","800","2022-08-07","Sead Kolasinac","FR1",0,0,0,0,7
"3839734_124884","3839734","124884","3911","3911","2022-08-07","Marco Bizot","FR1",0,0,0,0,90
"3839734_126557","3839734","126557","826","826","2022-08-07","Jonathan Gradit","FR1",0,0,0,0,90
"3839734_138055","3839734","138055","3911","3911","2022-08-07","Haris Belkebla","FR1",0,0,1,0,90
"3839734_170544","3839734","170544","3911","347","2022-08-07","Christophe Hérelle","FR1",0,0,0,0,74
"3839734_170929","3839734","170929","826","826","2022-08-07","Massadio Haidara","FR1",0,0,0,0,7
"3839734_175014","3839734","175014","3911","1147","2022-08-07","Youcef Belaïli","FR1",1,0,0,0,74
"3839734_182893","3839734","182893","826","826","2022-08-07","Seko Fofana","FR1",0,0,0,1,90
"3839734_182916","3839734","182916","826","826","2022-08-07","Wesley Saïd","FR1",0,0,0,0,22
"3839734_191056","3839734","191056","826","826","2022-08-07","Brice Samba","FR1",0,0,0,0,90
"3828440_44726","3828440","44726","2414","443","2022-08-12","Anders Jacobsen","DK1",0,0,0,0,63
"3828440_448471","3828440","448471","2414","369","2022-08-12","Magnus Jensen","DK1",0,0,1,0,90
"3828440_462823","3828440","462823","865","398","2022-08-12","Gustav Isaksen","DK1",0,0,2,0,75
"3828440_462837","3828440","462837","865","865","2022-08-12","Nikolas Dyhr","DK1",0,0,0,0,90
"3828440_464373","3828440","464373","865","865","2022-08-12","Elías Rafn Ólafsson","DK1",0,0,0,0,90
"3828440_48907","3828440","48907","865","865","2022-08-12","Erik Sviatchenko","DK1",0,0,0,1,17
"3828440_50580","3828440","50580","2414","2414","2022-08-12","Janus Drachmann","DK1",0,0,0,0,45
"3828440_514888","3828440","514888","865","865","2022-08-12","Oliver Sörensen","DK1",0,0,0,0,2
"3828440_515016","3828440","515016","2414","2414","2022-08-12","Mikkel Lassen","DK1",0,0,0,0,45
"3828440_520492","3828440","520492","865","865","2022-08-12","Paulinho","DK1",0,0,0,0,15
"3828440_523476","3828440","523476","2414","2414","2022-08-12","Thomas Santos","DK1",0,0,0,0,90
"3828440_523965","3828440","523965","2414","1894","2022-08-12","Lirim Qamili","DK1",0,0,0,0,27
"3828440_569654","3828440","569654","2414","2414","2022-08-12","David Kruse","DK1",0,0,0,0,45
"3828440_590835","3828440","590835","865","443","2022-08-12","Victor Lind","DK1",0,0,0,0,15
"3828440_60220","3828440","60220","2414","2414","2022-08-12","Matej Delac","DK1",0,0,0,0,90
"3828440_689634","3828440","689634","2414","173","2022-08-12","James Gomez","DK1",0,0,0,0,90
"3828440_699783","3828440","699783","865","2282","2022-08-12","Raphael Onyedika","DK1",0,0,0,0,90
"3828440_93315","3828440","93315","865","865","2022-08-12","Henrik Dalsgaard","DK1",0,1,0,0,50
"3837213_182573","3837213","182573","798","798","2022-08-12","Yassin Ayoub","NL1",0,0,0,0,25
"3837213_187291","3837213","187291","798","798","2022-08-12","Sven Nieuwpoort","NL1",0,0,0,0,90
"3837213_196793","3837213","196793","499","80","2022-08-12","Maximilian Wittek","NL1",0,0,0,0,90
"3837213_204047","3837213","204047","499","80","2022-08-12","Matus Bero","NL1",0,0,0,0,90
"3837213_210348","3837213","210348","499","499","2022-08-12","Sondre Tronstad","NL1",0,1,0,0,90
"3837213_257980","3837213","257980","499","235","2022-08-12","Jeroen Houwen","NL1",0,0,0,0,90
"3837213_294321","3837213","294321","499","499","2022-08-12","Ferro","NL1",0,0,0,0,64
"3837213_301696","3837213","301696","798","798","2022-08-12","Stijn van Gassel","NL1",0,0,0,0,90
